Emirate,Police Station,Year,Month,Date,City,Road,Report Number,Day,Week,Report type,Reasons,Computed,Streets,Street,Place,Location,lighting,Weather,Road surface,Intersection,Accident Type,Nationalities,Seat Belt,Injured person position,Injured person's seat,Degree of the injury,Age of the injured,Gender,Gender of the injured,Inp Age,Age Group,Date - Month,Nationality of the Injured person,Day,Iac Rep Time,Time,Age Group - Ministry,Computed2,Area,Block,Str Code,Accident Description,Location,Fasten seat belt,Road speed limit,Pedestrian action,Number of Lanes,
Abu Dhabi,Shaabiya Police Station,2011,December,16-12-11,Abu Dhabi,Internal road,100110023280,16,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,IP44C IntersectionSalam - Qasr Al Bahar,IP44C IntersectionSalam - Qasr Al Bahar,Residential area,Intersection,day,clear,Dry,Half Perpendicular Intersection,Hitting a stationary object off the road,Egypt,Y,Driver,Driver's seat,Moderate,59,M,Male,59,46 to 60 years,Dec,Arab States,Friday,13:40,PM,46 to 60 years,1,Qasr Al Bahar,Block 75-1,141,"4604.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the east the west, once it arrived the intersection the driver, due to the exceed speed and negligence, out of a sudden found himself face to face with the detour and the traffic light, he crashed into the pavement to the outer side running over the ornamental trees and stopped in front of the sea palace wall. The accident is charted and necessary actions are made.         ","Accident hit a sidewalk and a wall, Qasr Al Bahar",Yes,60,None,4,
Abu Dhabi,Shaabiya Police Station,2011,December,17-12-11,Abu Dhabi,Internal road,912411011900,17,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP11 IntersectionZayed Al Awal - Salam,IP11 IntersectionZayed Al Awal - Salam,Residential area,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,India,N,Driver,Driver's seat,Moderate,25,M,Male,25,18 to 30 years,Dec,Asian States,Saturday,11:40,AM,18 to 30 years,1,Markaziya,Block 53-1,98,"4605.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the east the west taking the second lane, the other was coming from the south to the north taking the second right lane, the latter hit the front of the former.  This is how the accident happened.         ","The intersection of Salam Street with Zayed Al Awal Street, the intersection of Abu Dhabi International Hotel",No,60,None,3,
Abu Dhabi,Khaldiya Police Station,2011,December,17-12-11,Abu Dhabi,Internal road,912411011880,17,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP47 IntersectionRashed Bin Saeed Al-Maktoum - Delma,IP47 IntersectionRashed Bin Saeed Al-Maktoum - Delma,Govt. authority,Intersection,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,UAE,N,Passenger,Front passenger seat,Minor,38,M,Male,38,31 to 45 years,Dec,UAE,Saturday,13:15,PM,31 to 45 years,1,Karama,Block 16-2,170,"4606.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the north the east taking the right second lane, the second damaged vehicle was coming from the east to the west taking the left lane, the third damaged one was coming from east to the north taking the second lane, the causing crashed into the front of the first, the latter swerved and hit the second.  This is how the accident happened.         ","The intersection of Sheikh Rashid bin Saeed Street, Al Ashghal intersection",No,60,None,3,
Abu Dhabi,Al Madina Police Station,2011,December,17-12-11,Abu Dhabi,Internal road,100110023380,17,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street Mina(3),Street Mina(3),Bridge / Tunnel,Tunnel,night - enough lights,clear,wet,Not on Intersection,deterioration,Egypt,N,Driver,Driver's seat,Moderate,24,M,Male,24,18 to 30 years,Dec,Arab States,Saturday,15:15,PM,18 to 30 years,1,Mina,Block 91-1,30,"4607.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the south the north taking the middle lane of the tunnel, due to the exceed speed the driver hit the side pavement.  This is how the accident happened.         ",Al Mina Street intersection inside the Al Mina Tunnel,No,60,None,3,
Abu Dhabi,Shaabiya Police Station,2011,December,19-12-11,Abu Dhabi,Internal road,100110023481,19,Third week,Traffic accident with injuries,Speedy without taking road conditions into account,1,Street Arabian Gulf(30),Street Arabian Gulf(30),Govt. authority,Single road,night - enough lights,clear,Dry,Not on Intersection,deterioration,India,Y,Driver,Driver's seat,Minor,41,M,Male,41,31 to 45 years,Dec,Asian States,Monday,5:40,PM,31 to 45 years,1,Officers' City Bridge,Not Identified,16,"4608.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the north the south taking the left lane, due to the exceed speed not considering the traffic condition, the vehicle lost control and hit the pavement and rolled off 51 meter and flipped over the left side, it caused damages to the state-owned properties and the driver was injured. The accident is charted and necessary actions are made.         ","Opposite to the Armed Forces Officers Club coming from Al Sharqi Ring Road, Al-Shati Street direction",Yes,40,None,2,
Abu Dhabi,Shaabiya Police Station,2011,December,19-12-11,Abu Dhabi,Internal road,100110023500,19,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP39 IntersectionHamdan Bin Mohamed - Street10,IP39 IntersectionHamdan Bin Mohamed - Street10,Residential area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,Palestine,N,Driver,Driver's seat,Minor,63,M,Male,63,Above 60,Dec,Arab States,Monday,19:09,PM,Above 60,1,Mina,Block 72-1,102,"4609.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the north the south taking the middle lane, the damaged vehicle was coming from the west to the east taking the right lane, the driver ran the red light, the front part crashed into the left rear door of the other, the driver was injured as well as other damages caused to the two vehicles. The accident is charted and necessary actions are made.         ","Hamdan Bin Mohammed Street, Al Mudakheneen Intersection",No,60,None,4,
Abu Dhabi,Shaabiya Police Station,2011,December,20-12-11,Abu Dhabi,Internal road,100110023540,20,Third week,Traffic accident with injuries,under influence of intoxicant or narcotic drug,1,Hazaa Bin Zayed Al Awal Street (11),Hazaa Bin Zayed Al Awal Street (11),Work area,Bridge,day,clear,Dry,Not on or around 20 meters,Person run over,India,N,Pedestrian,No passenger,Death,56,M,Male,56,46 to 60 years,Dec,Asian States,Tuesday,5:30,PM,46 to 60 years,1,Qasr Al Bahar,Block 75-1,23,"4610.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the north the south taking the left lane, the driver was, when he took down the bridge, intoxicated, he swerved off at 90 degree to the right, the left front side crashed into a man and a pole of the security post and kept moving up the parallel side street, the body of the victim was 26 meters away from the crash point, the victim died along with physical damages to 12 plastic barriers and the vehicle, noting that the latter run away but it was seized later. The accident is charted and necessary actions are made.         ","Al Reem Island Bridge exit, direction Abu Dhabi",No,60,Stop on the road strip,4,
Abu Dhabi,Shaabiya Police Station,2011,December,20-12-11,Abu Dhabi,Internal road,100110023600,20,Third week,Traffic accident with injuries,Bypassing the red traffic light,1,IP75D IntersectionAl Sharqi (Muroor) - Street 31,IP75D IntersectionAl Sharqi (Muroor) - Street 31,Commercial area,Intersection,night - enough lights,clear,Dry,Perpendicular Intersection,Perpendicular collision,USA,N,Passenger,Back passenger seat,Minor,48,F,Female,48,46 to 60 years,Dec,Other,Tuesday,20:40,PM,46 to 60 years,1,Hadbat Al Zafaran,Block 25-1,186,"4611.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the east the west taking the arrow direction, the damaged vehicle was coming from the west to the east taking the right lane, the driver ran the red light, the front part crashed into the right rear part of the other, a passenger in the latter was injured as well as other damages caused to the two vehicles. The accident is charted and necessary actions are made.         ","Al Zafarana Area, Al Dhafra Street intersection with 31st Street, formerly Haraj intersection",No,60,None,4,
Abu Dhabi,Khaldiya Police Station,2011,December,21-12-11,Abu Dhabi,Internal road,100110023640,21,Third week,Traffic accident with injuries,Misuse of traffic,1,Street Zayed Al Awal(7),Street Zayed Al Awal(7),Commercial area,Single road,night - enough lights,clear,Dry,Not on Intersection,Person run over,UAE,N,Pedestrian,No passenger,Moderate,3,F,Female,3,1 to 7 years,Dec,UAE,Wednesday,22:00,PM,Below 18 years,1,Khaldiya,Block 73-2,25,"4612.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the south the north, the victim was coming from the east to the north, the driver was surprised by a child crossing the street, the driver misjudged the spaces and hit her to the ground. The accident is charted and necessary actions are made.         ",Parking near the Cedar store,No,40,Cross without attention,1,
Abu Dhabi,Khaldiya Police Station,2011,December,22-12-11,Abu Dhabi,Internal road,100110023660,22,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP5A IntersectionZayed Al Awal - Arabian Gulf,IP5A IntersectionZayed Al Awal - Arabian Gulf,Commercial area,Double road,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Philippines,Y,Passenger,Front passenger seat,Minor,43,M,Male,43,31 to 45 years,Dec,Asian States,Thursday,16:20,PM,31 to 45 years,1,Khaldiya,Block 73-2,93,"4613.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the east the west taking the right lane to the intersection, the damaged vehicle was coming from the south to the north to the same intersection, the light was yellow as admitted by an involving party, a driver ran the red light, the front part of the second crashed into the left angle of the first, the driver of the latter lost control and bumped into the pavement until it stopped at the center of the road as illustrated, four passenger were injured in the first causing vehicle and the driver of the second one as well as other damages caused to the two vehicles. The accident is charted and necessary actions are made.         ","Al Khaldiyah area, the intersection of BMW Cars Agency",Yes,60,None,3,
Abu Dhabi,Khaldiya Police Station,2011,December,22-12-11,Abu Dhabi,Internal road,100110023660,22,Fourth week,Traffic accident with injuries,Bypassing the red traffic light,1,IP5A IntersectionZayed Al Awal - Arabian Gulf,IP5A IntersectionZayed Al Awal - Arabian Gulf,Commercial area,Double road,day,clear,Dry,Perpendicular Intersection,Perpendicular collision,Philippines,Y,Passenger,Back passenger seat,Minor,30,F,Female,30,18 to 30 years,Dec,Asian States,Thursday,16:20,PM,18 to 30 years,1,Khaldiya,Block 73-2,93,"4614.                 Having surveyed the scene of the accident: - The vehicle causing the accident was heading from the east the west taking the right lane to the intersection, the damaged vehicle was coming from the south to the north to the same intersection, the light was yellow as admitted by an involving party, a driver ran the red light, the front part of the second crashed into the left angle of the first, the driver of the latter lost control and bumped into the pavement until it stopped at the center of the road as illustrated, four passenger were injured in the first causing vehicle and the driver of the second one as well as other damages caused to the two vehicles. The accident is charted and necessary actions are made.         ","Al Khaldiyah area, the intersection of BMW Cars Agency",Yes,60,None,3,
